ccn,facility_name,parent_system,facilities_in_system,state,city,beds,has_ED,has_behavioral_unit,hos_majteach,hos_highdpp,hos_highuc,mandate_name,mandate_status,mandate_scope,effective_date,edm_seed_title,fit_pass,acute_need,event,gravity,forge_total,forge_tier,forge_rationale,is_qso_candidate,edm_seed_redacted
140091,CARLE FOUNDATION HOSPITAL,The Carle Foundation,8,IL,Urbana,316,True,False,0,0,0,Health Care Violence Prevention Act 210 ILCS 160; HB3435 (2025),In force,state,2026-01-01,Chief Financial Officer,True,1,3,3,9,B,Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (Health Care Violence Prevention Act 210  In force) · Gravity=3 (Chief Financial Officer at 316-bed system facility (8-facility)),False,True
190015,NORTH OAKS MEDICAL CENTER,North Oaks Health System,2,LA,Hammond,330,True,False,0,0,0,R.S. 40:2199.11–.19 (Lynne Truxillo Act),In force,state,2022-08-01,CFO,True,1,3,3,9,B,Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (R.S. 40:2199.11–.19 (Lynne Truxillo Act) In force) · Gravity=3 (CFO at 330-bed system facility (2-facility)),False,True
194020,BRENTWOOD HOSPITAL,Universal Health Services,158,LA,Shreveport,260,False,False,0,0,0,R.S. 40:2199.11–.19 (Lynne Truxillo Act),In force,state,2022-08-01,Vice President,True,1,3,3,9,B,Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (R.S. 40:2199.11–.19 (Lynne Truxillo Act) In force) · Gravity=3 (Vice President at 260-bed system facility (158-facility)),False,True
210004,HOLY CROSS HOSPITAL,Trinity Health,105,MD,Silver Spring,422,False,False,0,0,0,Davis Martinez Public Employee Safety & Health Act,Upcoming,state,2026-10-01,VP & CFO,True,1,3,3,9,B,Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (Davis Martinez Public Employee Safety &  Upcoming ≤12mo (2026-10-01)) · Gravity=3 (VP & CFO at 422-bed system facility (105-facility)),False,True
210016,ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,Adventist Healthcare,6,MD,Silver Spring,298,True,False,0,0,0,Davis Martinez Public Employee Safety & Health Act,Upcoming,state,2026-10-01,EVP/CFO,True,1,3,3,9,B,Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (Davis Martinez Public Employee Safety &  Upcoming ≤12mo (2026-10-01)) · Gravity=3 (EVP/CFO at 298-bed system facility (6-facility)),False,True
340004,HIGH POINT REGIONAL HEALTH SYSTEM,Advocate Health,58,NC,High Point,354,True,False,0,0,0,HB125 (SL 2023-129); GS §14-34.6,In force,state,2023-10-01,Chief Financial Officer,True,1,3,3,9,B,Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (HB125 (SL 2023-129); GS §14-34.6 In force) · Gravity=3 (Chief Financial Officer at 354-bed system facility (58-facility)),False,True
340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,UNC Health Care System,15,NC,Lumberton,314,True,True,1,1,0,HB125 (SL 2023-129); GS §14-34.6,In force,state,2023-10-01,Administrative Assistant,True,3,3,1,9,B,Acute=3 (safety-net hospital (high DSH); proxy via AHRQ) · Event=3 (HB125 (SL 2023-129); GS §14-34.6 In force) · Gravity=1 (non-exec title: Administrative Assistant),False,True
340098,ATRIUM HEALTH PINEVILLE,Advocate Health,58,NC,Charlotte,344,True,False,0,0,0,HB125 (SL 2023-129); GS §14-34.6,In force,state,2023-10-01,Vice President of Finance,True,1,3,3,9,B,Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (HB125 (SL 2023-129); GS §14-34.6 In force) · Gravity=3 (Vice President of Finance at 344-bed system facility (58-facility)),False,True
310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,RWJBarnabas Health,16,NJ,New Brunswick,610,True,False,1,0,1,N.J.S.A. 26:2H-5.17 (Violence Prevention in Health Care Facilities Act),In force,state,,Fellow,True,3,3,1,9,B,Acute=3 (safety-net hospital (high UC); proxy via AHRQ) · Event=3 (N.J.S.A. 26:2H-5.17 (Violence Prevention In force) · Gravity=1 (non-exec title: Fellow),False,True
310044,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,Capital Health System,2,NJ,Pennington,344,True,False,0,0,0,N.J.S.A. 26:2H-5.17 (Violence Prevention in Health Care Facilities Act),In force,state,,Director of Patient Accounts,True,1,3,3,9,B,Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (N.J.S.A. 26:2H-5.17 (Violence Prevention In force) · Gravity=3 (Director of Patient Accounts at 344-bed system facility (2-facility)),False,True
310108,JFK UNIVERSITY MEDICAL CENTER,Hackensack Meridian Health,13,NJ,Edison,459,True,False,0,0,0,N.J.S.A. 26:2H-5.17 (Violence Prevention in Health Care Facilities Act),In force,state,,"SR Vice President,  CFO",True,1,3,3,9,B,"Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (N.J.S.A. 26:2H-5.17 (Violence Prevention In force) · Gravity=3 (SR Vice President,  CFO at 459-bed system facility (13-facility))",False,True
330024,MOUNT SINAI HOSPITAL,Mount Sinai Health System,5,NY,New York,1171,True,True,1,1,0,Ch.618/2025 (A203-B/S5294-B); Labor Law §27-b (public),Upcoming,state,2027-01-01,Senior Dietitian,True,3,3,1,9,B,Acute=3 (safety-net hospital (high DSH); proxy via AHRQ) · Event=3 (Ch.618/2025 (A203-B/S5294-B); Labor Law  Upcoming ≤12mo (2027-01-01)) · Gravity=1 (non-exec title: Senior Dietitian),False,True
330046,MOUNT SINAI WEST,Mount Sinai Health System,5,NY,New York,1028,True,True,1,1,0,Ch.618/2025 (A203-B/S5294-B); Labor Law §27-b (public),Upcoming,state,2027-01-01,Genetic Counselor,True,3,3,1,9,B,Acute=3 (safety-net hospital (high DSH); proxy via AHRQ) · Event=3 (Ch.618/2025 (A203-B/S5294-B); Labor Law  Upcoming ≤12mo (2027-01-01)) · Gravity=1 (non-exec title: Genetic Counselor),False,True
330057,ST PETER'S HOSPITAL,Trinity Health,105,NY,Albany,482,True,False,0,0,0,Ch.618/2025 (A203-B/S5294-B); Labor Law §27-b (public),Upcoming,state,2027-01-01,CFO,True,1,3,3,9,B,Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (Ch.618/2025 (A203-B/S5294-B); Labor Law  Upcoming ≤12mo (2027-01-01)) · Gravity=3 (CFO at 482-bed system facility (105-facility)),False,True
380075,PROVIDENCE MEDFORD MEDICAL CENTER,Providence,54,OR,Medford,168,True,False,0,0,1,ORS 654.412 (HB2022) + SB537 (2025),In force,state,2026-01-01,ASSISTANT SECRETARY OF ENROLLMENTS,True,3,3,1,9,B,Acute=3 (safety-net hospital (high UC); proxy via AHRQ) · Event=3 (ORS 654.412 (HB2022) + SB537 (2025) In force) · Gravity=1 (non-exec title: ASSISTANT SECRETARY OF ENROLLMENTS),False,True
380091,KAISER SUNNYSIDE MEDICAL CENTER,Kaiser Permanente,41,OR,Clackamas,329,True,False,0,0,0,ORS 654.412 (HB2022) + SB537 (2025),In force,state,2026-01-01,"Executive Director, Revenue Cycle",True,1,3,3,9,B,"Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (ORS 654.412 (HB2022) + SB537 (2025) In force) · Gravity=3 (Executive Director, Revenue Cycle at 329-bed system facility (41-facility))",False,True
450032,CHRISTUS GOOD SHEPHERD MEDICAL CENTER,Christus Health,32,TX,Longview,456,True,False,0,0,0,"SB240 (88R, 2023) → Health & Safety Code Ch. 331",In force,state,2024-09-01,CEO,True,1,3,3,9,B,"Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (SB240 (88R, 2023) → Health & Safety Code In force) · Gravity=3 (CEO at 456-bed system facility (32-facility))",False,True
450035,ST JOSEPH MEDICAL CENTER,Steward Health Care System,36,TX,Bryan,314,True,True,0,1,1,"SB240 (88R, 2023) → Health & Safety Code Ch. 331",In force,state,2024-09-01,Accounts Receivable Associate,True,3,3,1,9,B,"Acute=3 (safety-net hospital (high DSH, high UC); proxy via AHRQ) · Event=3 (SB240 (88R, 2023) → Health & Safety Code In force) · Gravity=1 (non-exec title: Accounts Receivable Associate)",False,True
450101,BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST,Baylor Scott and White Health,31,TX,Waco,260,True,False,0,0,0,"SB240 (88R, 2023) → Health & Safety Code Ch. 331",In force,state,2024-09-01,CFO,True,1,3,3,9,B,"Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (SB240 (88R, 2023) → Health & Safety Code In force) · Gravity=3 (CFO at 260-bed system facility (31-facility))",False,True
500027,SWEDISH MEDICAL CENTER,Providence,54,WA,Seattle,697,True,True,0,1,0,RCW 49.19 (HB1162/SB5162 2025),In force,state,2026-01-01,ASSISTANT SECREATRY FOR ENROLLMENT,True,3,3,1,9,B,Acute=3 (safety-net hospital (high DSH); proxy via AHRQ) · Event=3 (RCW 49.19 (HB1162/SB5162 2025) In force) · Gravity=1 (non-exec title: ASSISTANT SECREATRY FOR ENROLLMENT),False,True
500039,HARRISON MEDICAL CENTER,CommonSpirit Health,145,WA,Silverdale,297,True,False,0,0,0,RCW 49.19 (HB1162/SB5162 2025),In force,state,2026-01-01,President,True,1,3,3,9,B,Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (RCW 49.19 (HB1162/SB5162 2025) In force) · Gravity=3 (President at 297-bed system facility (145-facility)),False,True
500054,PROV SACRED HRT MED CTR & CHILDS HOSP.,Providence,54,WA,Spokane,615,True,True,0,1,0,RCW 49.19 (HB1162/SB5162 2025),In force,state,2026-01-01,Assistant Secretary for Enrollment,True,3,3,1,9,B,Acute=3 (safety-net hospital (high DSH); proxy via AHRQ) · Event=3 (RCW 49.19 (HB1162/SB5162 2025) In force) · Gravity=1 (non-exec title: Assistant Secretary for Enrollment),False,True
220002,MOUNT AUBURN HOSPITAL,Beth Israel Lahey Health,10,MA,Cambridge,217,True,True,1,0,0,H.4767 / S.1718,Upcoming,state,,CFO,True,2,2,2,8,B,"Acute=2 (higher-acuity (major teaching, behavioral health unit); proxy) · Event=2 (H.4767 / S.1718 Upcoming (no date)) · Gravity=2 (CFO (beds=217, sys_facilities=10))",False,True
220016,BAYSTATE FRANKLIN MEDICAL CENTER,Baystate Health,4,MA,Greenfield,92,True,True,0,0,0,H.4767 / S.1718,Upcoming,state,,"Sr VP, CFO & Treas, Baystate Health",True,2,2,2,8,B,"Acute=2 (higher-acuity (behavioral health unit); proxy) · Event=2 (H.4767 / S.1718 Upcoming (no date)) · Gravity=2 (Sr VP, CFO & Treas, Baystate Health (beds=92, sys_facilities=4))",False,True
220020,SAINT ANNE'S HOSPITAL,Steward Health Care System,36,MA,Fall River,160,True,True,0,0,0,H.4767 / S.1718,Upcoming,state,,Director,True,2,2,2,8,B,"Acute=2 (higher-acuity (behavioral health unit); proxy) · Event=2 (H.4767 / S.1718 Upcoming (no date)) · Gravity=2 (Director (beds=160, sys_facilities=36))",False,True
060004,INTERMOUNTAIN HEALTH PLATTE VALLEY HOSPITAL,Intermountain Healthcare,33,CO,Brighton,98,True,False,0,0,0,SB25-166,Upcoming,state,2026-07-01,VP Fiance,True,1,3,2,6,B,"Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (SB25-166 Upcoming ≤12mo (2026-07-01)) · Gravity=2 (VP Fiance (beds=98, sys_facilities=33))",False,True
060006,MONTROSE REGIONAL HEALTH,Community Hospital Corporation,20,CO,Montrose,75,True,True,0,0,0,SB25-166,Upcoming,state,2026-07-01,ANAYLST,True,2,3,1,6,B,Acute=2 (higher-acuity (behavioral health unit); proxy) · Event=3 (SB25-166 Upcoming ≤12mo (2026-07-01)) · Gravity=1 (non-exec title: ANAYLST),False,True
060049,UCHEALTH YAMPA VALLEY MEDICAL CENTER,University of Colorado Health,12,CO,Oak Creek,39,True,False,0,0,0,SB25-166,Upcoming,state,2026-07-01,CFO,True,1,3,2,6,B,"Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (SB25-166 Upcoming ≤12mo (2026-07-01)) · Gravity=2 (CFO (beds=39, sys_facilities=12))",False,True
070011,CHARLOTTE HUNGERFORD HOSPITAL,Hartford Healthcare,10,CT,Torrington,109,True,True,0,0,0,PA 11-175; PA 24-19; PA 26-12,Upcoming,state,2026-10-01,Dietetian,True,2,3,1,6,B,Acute=2 (higher-acuity (behavioral health unit); proxy) · Event=3 (PA 11-175; PA 24-19; PA 26-12 Upcoming ≤12mo (2026-10-01)) · Gravity=1 (non-exec title: Dietetian),False,True
070034,NORWALK HOSPITAL,Nuvance Health,7,CT,Norwalk,328,True,True,1,0,0,PA 11-175; PA 24-19; PA 26-12,Upcoming,state,2026-10-01,specialist,True,2,3,1,6,B,"Acute=2 (higher-acuity (major teaching, behavioral health unit); proxy) · Event=3 (PA 11-175; PA 24-19; PA 26-12 Upcoming ≤12mo (2026-10-01)) · Gravity=1 (non-exec title: specialist)",False,True
190020,LANE REGIONAL MEDICAL CENTER,Quorum Health Corporation,39,LA,Zachary,140,True,False,0,0,0,R.S. 40:2199.11–.19 (Lynne Truxillo Act),In force,state,2022-08-01,Chief Executive Officer,True,1,3,2,6,B,"Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (R.S. 40:2199.11–.19 (Lynne Truxillo Act) In force) · Gravity=2 (Chief Executive Officer (beds=140, sys_facilities=39))",False,True
210005,FREDERICK HEALTH HOSPITAL,Frederick Regional Health System,1,MD,Frederick,248,True,False,0,0,0,Davis Martinez Public Employee Safety & Health Act,Upcoming,state,2026-10-01,"Director, Professional Fees Revenue",True,1,3,2,6,B,"Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (Davis Martinez Public Employee Safety &  Upcoming ≤12mo (2026-10-01)) · Gravity=2 (Director, Professional Fees Revenue (beds=248, sys_facilities=1))",False,True
380020,MCKENZIE-WILLAMETTE MEDICAL CENTER,Quorum Health Corporation,39,OR,Springfield,113,True,False,0,0,0,ORS 654.412 (HB2022) + SB537 (2025),In force,state,2026-01-01,Senior Vice President,True,1,3,2,6,B,"Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (ORS 654.412 (HB2022) + SB537 (2025) In force) · Gravity=2 (Senior Vice President (beds=113, sys_facilities=39))",False,True
220019,UMASS MEMORIAL HEALTH - HARRINGTON HOSPITAL,UMass Memorial Health Care,6,MA,Worcester,113,True,True,0,0,0,H.4767 / S.1718,Upcoming,state,,Genetic Counselor,True,2,2,1,4,C,Acute=2 (higher-acuity (behavioral health unit); proxy) · Event=2 (H.4767 / S.1718 Upcoming (no date)) · Gravity=1 (non-exec title: Genetic Counselor),False,True
220088,NEW ENGLAND BAPTIST HOSPITAL,Beth Israel Lahey Health,10,MA,Roxbury Crossing,118,False,False,0,0,0,H.4767 / S.1718,Upcoming,state,,President,True,1,2,2,4,C,"Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=2 (H.4767 / S.1718 Upcoming (no date)) · Gravity=2 (President (beds=118, sys_facilities=10))",False,True
220100,SOUTH SHORE HOSPITAL,South Shore Health System,1,MA,Weymouth,284,True,False,0,0,0,H.4767 / S.1718,Upcoming,state,,Admin. Director,True,1,2,2,4,C,"Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=2 (H.4767 / S.1718 Upcoming (no date)) · Gravity=2 (Admin. Director (beds=284, sys_facilities=1))",False,True
030069,HAVASU REGIONAL MEDICAL CENTER,Lifepoint Health,79,AZ,Lake Havasu City,152,True,False,0,0,0,ARS §36-420.03 (SB1311),In force,state,2023-07-01,Secretary,True,1,3,1,3,C,Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (ARS §36-420.03 (SB1311) In force) · Gravity=1 (non-exec title: Secretary),False,True
030153,EAST VALLEY ER & HOSPITAL,,,AZ,Gilbert,14,True,False,,,,ARS §36-420.03 (SB1311),In force,state,2023-07-01,Manager,True,1,3,1,3,C,Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (ARS §36-420.03 (SB1311) In force) · Gravity=1 (non-exec title: Manager),False,True
030155,EXCEPTIONAL COMMUNITY HOSPITAL BULLHEAD CITY,,,AZ,Bullhead City,8,True,False,,,,ARS §36-420.03 (SB1311),In force,state,2023-07-01,FINANCIAL ADVISOR,True,1,3,1,3,C,Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (ARS §36-420.03 (SB1311) In force) · Gravity=1 (non-exec title: FINANCIAL ADVISOR),False,True
050102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,,,CA,Riverside,193,True,False,0,0,0,8 CCR §3342 / Labor Code §6401.8 (SB1299),In force,state,2018-04-01,Attorney,True,1,3,1,3,C,Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (8 CCR §3342 / Labor Code §6401.8 (SB1299 In force) · Gravity=1 (non-exec title: Attorney),False,True
050336,ADVENTIST HEALTH LODI MEMORIAL,Adventist Health,28,CA,Galt,190,True,False,0,0,0,8 CCR §3342 / Labor Code §6401.8 (SB1299),In force,state,2018-04-01,Finance Officer,True,1,3,1,3,C,Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (8 CCR §3342 / Labor Code §6401.8 (SB1299 In force) · Gravity=1 (non-exec title: Finance Officer),False,True
050512,KAISER FOUNDATION HOSPITAL - FREMONT,Kaiser Permanente,41,CA,Fremont,193,True,False,0,0,0,8 CCR §3342 / Labor Code §6401.8 (SB1299),In force,state,2018-04-01,SVP/Area Manager,True,1,3,1,3,C,Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (8 CCR §3342 / Labor Code §6401.8 (SB1299 In force) · Gravity=1 (non-exec title: SVP/Area Manager),False,True
060117,"ANIMAS SURGICAL HOSPITAL, LLC",,,CO,Durango,12,True,False,0,0,0,SB25-166,Upcoming,state,2026-07-01,Officer and Authorized Official,True,1,3,1,3,C,Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (SB25-166 Upcoming ≤12mo (2026-07-01)) · Gravity=1 (non-exec title: Officer and Authorized Official),False,True
063303,CHILDREN'S HOSPITAL COLORADO - COLORADO SPRINGS,,,CO,Colorado Springs,115,True,False,0,0,0,SB25-166,Upcoming,state,2026-07-01,ASSOCIATE COMPLIANCE OFFICER,True,1,3,1,3,C,Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (SB25-166 Upcoming ≤12mo (2026-07-01)) · Gravity=1 (non-exec title: ASSOCIATE COMPLIANCE OFFICER),False,True
064028,DENVER SPRINGS,,,CO,Englewood,96,False,False,0,0,0,SB25-166,Upcoming,state,2026-07-01,Secretary,True,1,3,1,3,C,Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (SB25-166 Upcoming ≤12mo (2026-07-01)) · Gravity=1 (non-exec title: Secretary),False,True
074008,NATCHAUG HOSPITAL,Hartford Healthcare,10,CT,Mansfield Center,60,False,False,0,0,0,PA 11-175; PA 24-19; PA 26-12,Upcoming,state,2026-10-01,Primary Therapist,True,1,3,1,3,C,Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (PA 11-175; PA 24-19; PA 26-12 Upcoming ≤12mo (2026-10-01)) · Gravity=1 (non-exec title: Primary Therapist),False,True
144010,CHICAGO READ MENTAL HEALTH CENTER,,,IL,Chicago,130,False,False,0,0,0,Health Care Violence Prevention Act 210 ILCS 160; HB3435 (2025),In force,state,2026-01-01,Reimbursement Officer I,True,1,3,1,3,C,Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (Health Care Violence Prevention Act 210  In force) · Gravity=1 (non-exec title: Reimbursement Officer I),False,True
144040,CHICAGO BEHAVIORAL HOSPITAL,,,IL,Des Plaines,125,False,False,0,0,0,Health Care Violence Prevention Act 210 ILCS 160; HB3435 (2025),In force,state,2026-01-01,Manager,True,1,3,1,3,C,Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (Health Care Violence Prevention Act 210  In force) · Gravity=1 (non-exec title: Manager),False,True
144041,SILVER OAKS BEHAVIORAL HOSPITAL,,,IL,New Lenox,100,True,False,0,0,0,Health Care Violence Prevention Act 210 ILCS 160; HB3435 (2025),In force,state,2026-01-01,Manager,True,1,3,1,3,C,Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (Health Care Violence Prevention Act 210  In force) · Gravity=1 (non-exec title: Manager),False,True
194008,EASTERN LA MENTAL HEALTH SYSTEM,,,LA,Jackson,334,False,False,0,0,0,R.S. 40:2199.11–.19 (Lynne Truxillo Act),In force,state,2022-08-01,Accountant Manager 3,True,1,3,1,3,C,Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (R.S. 40:2199.11–.19 (Lynne Truxillo Act) In force) · Gravity=1 (non-exec title: Accountant Manager 3),False,True
194083,FREEDOM BEHAVIORAL HOSPITAL OF BASTROP,,,LA,Bastrop,60,True,False,0,0,0,R.S. 40:2199.11–.19 (Lynne Truxillo Act),In force,state,2022-08-01,Manager,True,1,3,1,3,C,Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (R.S. 40:2199.11–.19 (Lynne Truxillo Act) In force) · Gravity=1 (non-exec title: Manager),False,True
194091,OCEANS BEHAVIORAL HOSPITAL OF KENTWOOD,,,LA,Hammond,52,False,False,0,0,0,R.S. 40:2199.11–.19 (Lynne Truxillo Act),In force,state,2022-08-01,C.E.O.,True,1,3,1,3,C,Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (R.S. 40:2199.11–.19 (Lynne Truxillo Act) In force) · Gravity=1 (non-exec title: C.E.O.),False,True
210057,ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,Adventist Healthcare,6,MD,Rockville,331,True,False,0,0,0,Davis Martinez Public Employee Safety & Health Act,Upcoming,state,2026-10-01,Treasurer and Secretary,True,1,3,1,3,C,Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (Davis Martinez Public Employee Safety &  Upcoming ≤12mo (2026-10-01)) · Gravity=1 (non-exec title: Treasurer and Secretary),False,True
214018,SPRING GROVE HOSPITAL CENTER,,,MD,Catonsville,440,False,False,0,0,0,Davis Martinez Public Employee Safety & Health Act,Upcoming,state,2026-10-01,Superintendent,True,1,3,1,3,C,Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (Davis Martinez Public Employee Safety &  Upcoming ≤12mo (2026-10-01)) · Gravity=1 (non-exec title: Superintendent),False,True
340097,HUGH CHATHAM MEMORIAL HOSPITAL,,,NC,Elkin,81,True,False,0,0,0,HB125 (SL 2023-129); GS §14-34.6,In force,state,2023-10-01,VP,True,1,3,1,3,C,Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (HB125 (SL 2023-129); GS §14-34.6 In force) · Gravity=1 (non-exec title: VP),False,True
344032,TRIANGLE SPRINGS,,,NC,Raleigh,77,False,False,0,0,0,HB125 (SL 2023-129); GS §14-34.6,In force,state,2023-10-01,Secretary,True,1,3,1,3,C,Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (HB125 (SL 2023-129); GS §14-34.6 In force) · Gravity=1 (non-exec title: Secretary),False,True
344036,IREDELL DAVIS BEHAVIORAL HEALTH HOSPITAL,,,NC,Statesville,144,True,False,,,,HB125 (SL 2023-129); GS §14-34.6,In force,state,2023-10-01,Iredell Health System,True,1,3,1,3,C,Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (HB125 (SL 2023-129); GS §14-34.6 In force) · Gravity=1 (non-exec title: Iredell Health System),False,True
310047,SHORE MEDICAL CENTER,Shore Physicians Group,1,NJ,Egg Harbor Township,302,True,False,0,0,0,N.J.S.A. 26:2H-5.17 (Violence Prevention in Health Care Facilities Act),In force,state,,APN,True,1,3,1,3,C,Acute=1 (no AHRQ proxy signal; Tier-B will refine) · Event=3 (N.J.S.A. 26:2H-5.17 (Violence Prevention In force) · Gravity=1 (non-exec title: APN),False,True
